Materials-1,Materials-2,Electrolyte concentration ,Electrolyte,ElectrodeConfiguration,Cell Configuration,Voltagewindow ,Specific surface area ,Pore volume ,Pore size ,Scan rate,Current density,CycleNumber,Capacitance 
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,10.80,100,98.62
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,11.40,100,97.21
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,12.00,100,96.07
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,12.60,100,94.66
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,13.20,100,93.23
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,13.80,100,91.73
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,14.40,100,90.49
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,15.00,100,89.28
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,15.60,100,87.94
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,16.20,100,86.69
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,16.80,100,85.35
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,17.40,100,83.91
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,18.00,100,82.45
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,18.60,100,81.00
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,19.20,100,79.96
(B2O3),BCNF-5,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,451.66,1.96,135.00,55.00,19.80,100,78.17
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,1.20,100,163.56
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,1.80,100,160.59
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,2.40,100,157.92
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,3.00,100,155.61
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,3.60,100,152.82
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,4.20,100,150.61
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,4.80,100,147.47
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,5.40,100,145.99
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,6.00,100,143.62
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,6.60,100,141.56
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,7.20,100,139.65
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,7.80,100,136.90
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,8.40,100,134.77
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,9.00,100,133.35
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,9.60,100,130.82
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,10.20,100,128.73
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,10.80,100,127.31
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,11.40,100,126.31
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,12.00,100,125.56
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,12.60,100,124.01
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,13.20,100,123.35
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,13.80,100,122.44
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,14.40,100,121.21
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,15.00,100,120.34
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,15.60,100,119.06
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,16.20,100,118.28
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,16.80,100,117.12
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,17.40,100,116.18
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,18.00,100,115.04
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,18.60,100,114.01
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,19.20,100,112.94
(B2O3),BCNF-10,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,481.26,2.00,135.00,55.00,19.80,100,111.87
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,1.20,100,181.83
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,1.80,100,179.01
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,2.40,100,176.15
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,3.00,100,174.29
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,3.60,100,170.68
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,4.20,100,167.80
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,4.80,100,164.53
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,5.40,100,162.85
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,6.00,100,160.66
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,6.60,100,158.45
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,7.20,100,156.17
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,7.80,100,154.90
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,8.40,100,153.43
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,9.00,100,152.01
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,9.60,100,149.51
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,10.20,100,147.74
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,10.80,100,147.72
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,11.40,100,147.01
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,12.00,100,146.01
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,12.60,100,145.62
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,13.20,100,144.84
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,13.80,100,144.13
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,14.40,100,143.42
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,15.00,100,142.71
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,15.60,100,141.99
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,16.20,100,141.27
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,16.80,100,140.16
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,17.40,100,139.78
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,18.00,100,138.73
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,18.60,100,138.04
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,19.20,100,137.33
(B2O3),BCNF-20,6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,577.16,2.35,135.00,55.00,19.80,100,135.52
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,0.50,5.50,5000,310.48
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,1.00,5.50,5000,286.00
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,1.50,5.50,5000,271.66
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,2.00,5.50,5000,265.39
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,2.50,5.50,5000,260.25
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,3.00,5.50,5000,255.68
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,3.50,5.50,5000,252.64
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,4.00,5.50,5000,249.14
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,4.50,5.50,5000,245.75
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,5.00,5.50,5000,242.10
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,5.50,5.50,5000,239.08
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,6.00,5.50,5000,235.38
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,6.50,5.50,5000,232.54
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,7.00,5.50,5000,229.20
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,7.50,5.50,5000,226.11
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,8.00,5.50,5000,222.99
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,8.50,5.50,5000,219.86
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,9.00,5.50,5000,216.21
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,9.50,5.50,5000,213.13
Nypa fruticans (NF) fruit,CNF(NFF-01),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,764.92,0.43,2.23,10.00,5.50,5000,210.06
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,0.50,5.50,5000,420.63
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,1.00,5.50,5000,399.87
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,1.50,5.50,5000,379.07
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,2.00,5.50,5000,361.95
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,2.50,5.50,5000,345.61
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,3.00,5.50,5000,331.73
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,3.50,5.50,5000,320.88
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,4.00,5.50,5000,310.21
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,4.50,5.50,5000,302.00
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,5.00,5.50,5000,295.43
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,5.50,5.50,5000,291.29
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,6.00,5.50,5000,288.23
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,6.50,5.50,5000,285.05
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,7.00,5.50,5000,283.57
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,7.50,5.50,5000,281.98
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,8.00,5.50,5000,280.96
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,8.50,5.50,5000,279.40
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,9.00,5.50,5000,278.36
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,9.50,5.50,5000,276.81
Nypa fruticans (NF) fruit,CNF(NFF-03),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,1230.05,0.68,2.26,10.00,5.50,5000,276.29
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,0.50,5.50,5000,380.85
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,1.00,5.50,5000,361.52
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,1.50,5.50,5000,344.40
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,2.00,5.50,5000,329.84
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,2.50,5.50,5000,316.63
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,3.00,5.50,5000,304.81
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,3.50,5.50,5000,295.45
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,4.00,5.50,5000,286.34
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,4.50,5.50,5000,279.30
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,5.00,5.50,5000,273.68
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,5.50,5.50,5000,269.07
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,6.00,5.50,5000,265.40
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,6.50,5.50,5000,262.88
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,7.00,5.50,5000,260.24
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,7.50,5.50,5000,257.11
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,8.00,5.50,5000,256.11
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,8.50,5.50,5000,254.03
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,9.00,5.50,5000,251.96
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,9.50,5.50,5000,249.89
Nypa fruticans (NF) fruit,CNF(NFF-05),1.00,H2SO4,symmetrical two-electrode configuration,Symmetric supercapacitor cells,0.50,995.89,0.55,2.24,10.00,5.50,5000,248.32
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,0.60,5000,71.41
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,1.20,5000,69.39
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,1.80,5000,69.09
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,2.40,5000,67.82
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,3.00,5000,67.73
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,3.60,5000,63.43
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,4.20,5000,60.67
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,4.80,5000,58.19
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,5.40,5000,57.17
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,6.00,5000,56.14
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,6.60,5000,55.47
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,7.20,5000,54.91
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,7.80,5000,54.18
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,8.40,5000,53.42
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,9.00,5000,52.65
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,9.60,5000,51.86
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,10.20,5000,51.30
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,10.80,5000,50.61
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,11.40,5000,49.93
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,12.00,5000,49.19
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,12.60,5000,48.38
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,13.20,5000,47.57
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,13.80,5000,47.28
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,14.40,5000,46.30
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,15.00,5000,45.67
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,15.60,5000,44.91
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,16.20,5000,43.76
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,16.80,5000,43.31
PAN,PCNF,6.00,KOH,asymmetric electrodes,SPD-PCNF/supercapacitor cells,0.50,1209.10,0.90,10.40,10.00,17.40,5000,42.58
